Timestamp,Meet_Recruiter,Age_Joined,Year_Joined,Years_Service,Education_Level,Parents_Ed_Level,Financial_Status,Enlisted_Officer,Join_Motivation,Ethnicity,Gender,,,,
11/1/2019 13:26:23,Someone else put us in contact,18-20,1985,9 to 11 years,Completed High School,Completed High School,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:01:39,They got up with me,18-20,1985,Greater than 20 years,Completed High School,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:43:24,I don't remember / Prefer not to answer,18-20,1986,6 to 8 years,Completed High School,Master's degree,Middle Class,Enlisted,Prefer not to answer / Other,Prefer not to answer,Male,,,,
11/1/2019 13:18:07,I don't remember / Prefer not to answer,21-23,1986,Greater than 20 years,Completed High School,Completed High School,Lower Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 8:28:00,I got up with them,18-20,1986,6 to 8 years,Some College,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:03:53,I got up with them,18-20,1986,6 to 8 years,Some College,Some college,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:05:26,I got up with them,18-20,1986,6 to 8 years,Completed High School,Did not complete high school / GED,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:29:44,I got up with them,18-20,1986,6 to 8 years,Completed High School,2 year degree,Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 12:47:53,I got up with them,21-23,1986,Greater than 20 years,Completed High School,Master's degree,Upper Middle Class,Officer,Family Tradition,Caucasian,Male,,,,
11/1/2019 14:58:28,I got up with them,21-23,1986,Greater than 20 years,Some College,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:00:08,Someone else put us in contact,18-20,1986,Greater than 20 years,Completed High School,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:09:46,They got up with me,18-20,1986,6 to 8 years,Completed High School,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:57:58,They got up with me,18-20,1986,Less than 6,Some College,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:03:23,,18-20,1986,6 to 8 years,Completed High School,Some college,Lower Middle Class,Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 8:12:14,,21-23,1986,Less than 6,4 Year Degree,4 year degree,Middle Class,Officer,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 8:12:40,,18-20,1986,6 to 8 years,Completed High School,Did not complete high school / GED,Lower Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 8:16:24,,18-20,1986,Greater than 20 years,Completed High School,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:52:32,,18-20,1986,Greater than 20 years,Completed High School,4 year degree,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 13:51:31,Coincidental encounter,18-20,1987,9 to 11 years,Completed High School,4 year degree,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:30:44,I don't remember / Prefer not to answer,21-23,1987,Less than 6,4 Year Degree,4 year degree,Middle Class,Officer,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 9:17:20,I got up with them,21-23,1987,6 to 8 years,Some College,2 year degree,Middle Class,Officer,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:18:47,I got up with them,18-20,1987,Greater than 20 years,Completed High School,Completed High School,Lower Class (Bottom 20%),Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 9:33:09,I got up with them,18-20,1987,Greater than 20 years,Some College,Did not complete high school / GED,Lower Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 9:41:16,I got up with them,18-20,1987,9 to 11 years,Some College,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:09:26,I got up with them,18-20,1987,Greater than 20 years,Completed High School,2 year degree,Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 13:18:58,I got up with them,18-20,1987,6 to 8 years,Completed High School,Completed High School,Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 14:20:32,Someone else put us in contact,18-20,1987,9 to 11 years,Some College,Completed High School,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 13:54:31,They got up with me,18-20,1987,6 to 8 years,Completed High School,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 15:15:16,They got up with me,18-20,1987,Greater than 20 years,Completed High School,Completed High School,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 7:58:32,,21-23,1987,6 to 8 years,Some College,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:09:02,,18-20,1987,6 to 8 years,Completed High School,Some college,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:16:51,,18-20,1987,Greater than 20 years,Completed High School,Some college,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:31:42,I don't remember / Prefer not to answer,18-20,1988,12 to 14 years,Completed High School,2 year degree,Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 10:06:38,I don't remember / Prefer not to answer,21-23,1988,9 to 11 years,Some College,Master's degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:29:32,I got up with them,18-20,1988,9 to 11 years,Some College,Some college,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:31:18,I got up with them,21-23,1988,6 to 8 years,Some College,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:12:55,I got up with them,21-23,1988,6 to 8 years,Some College,Master's degree,Upper Middle Class,Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 9:18:12,I got up with them,18-20,1988,6 to 8 years,Completed High School,Some college,Middle Class,Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 9:22:58,I got up with them,18-20,1988,Greater than 20 years,Completed High School,4 year degree,Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 9:34:59,I got up with them,18-20,1988,6 to 8 years,Completed High School,Did not complete high school / GED,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:45:32,I got up with them,18-20,1988,Greater than 20 years,Completed High School,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:54:10,I got up with them,18-20,1988,Greater than 20 years,4 Year Degree,Completed High School,Lower Middle Class,Officer,Patriotism,Caucasian,Male,,,,
11/1/2019 13:12:46,I got up with them,18-20,1988,Greater than 20 years,Completed High School,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 14:56:05,I got up with them,18-20,1988,Greater than 20 years,Some College,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 16:06:54,I got up with them,18-20,1988,Greater than 20 years,Completed High School,Master's degree,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:20:15,Someone else put us in contact,18-20,1988,6 to 8 years,Completed High School,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:56:37,Someone else put us in contact,18-20,1988,Greater than 20 years,Completed High School,Completed High School,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:19:24,Someone else put us in contact,21-23,1988,6 to 8 years,4 Year Degree,4 year degree,Middle Class,Officer,Patriotism,Caucasian,Male,,,,
11/1/2019 9:14:31,They got up with me,18-20,1988,6 to 8 years,Completed High School,Completed High School,Lower Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 14:38:37,They got up with me,18-20,1988,6 to 8 years,Completed High School,Completed High School,Middle Class,Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 16:47:58,They got up with me,18-20,1988,6 to 8 years,Completed High School,Some college,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:03:25,,18-20,1988,Greater than 20 years,Some College,Some college,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:03:29,,18-20,1988,Greater than 20 years,Some College,2 year degree,Middle Class,Enlisted,Not a frickin’ clue,Caucasian,Male,,,,
11/1/2019 8:08:34,,18-20,1988,6 to 8 years,Completed High School,Master's degree,Middle Class,Enlisted,,Caucasian,Male,,,,
11/1/2019 9:48:10,Coincidental encounter,18-20,1989,9 to 11 years,Some College,Some college,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:55:05,I don't remember / Prefer not to answer,,1989,6 to 8 years,Some College,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:29:48,I got up with them,18-20,1989,6 to 8 years,Some College,4 year degree,Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 9:22:50,I got up with them,18-20,1989,6 to 8 years,Completed High School,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:32:33,I got up with them,18-20,1989,Less than 6,Completed High School,Master's degree,Middle Class,Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 9:39:59,I got up with them,18-20,1989,6 to 8 years,Completed High School,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:25:31,I got up with them,18-20,1989,6 to 8 years,Some College,4 year degree,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:43:47,I got up with them,18-20,1989,6 to 8 years,Some College,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:52:51,I got up with them,18-20,1989,6 to 8 years,Completed High School,Completed High School,Lower Middle Class,Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 11:01:02,I got up with them,18-20,1989,6 to 8 years,Completed High School,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 12:55:39,I got up with them,18-20,1989,6 to 8 years,Completed High School,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 14:04:30,I got up with them,21-23,1989,9 to 11 years,Some College,Completed High School,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 15:02:58,I got up with them,18-20,1989,Greater than 20 years,Completed High School,Completed High School,Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 16:56:50,I got up with them,21-23,1989,Currently Serving,Completed High School,Some college,Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 14:29:05,Someone else put us in contact,21-23,1989,6 to 8 years,Some College,Doctorate,Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 15:25:37,Someone else put us in contact,18-20,1989,9 to 11 years,Completed High School,4 year degree,Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 8:48:48,They got up with me,18-20,1989,6 to 8 years,Completed High School,Some college,Middle Class,Enlisted,Family Tradition,Asian,Male,,,,
11/1/2019 10:01:53,They got up with me,18-20,1989,Greater than 20 years,Completed High School,4 year degree,Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 11:01:08,They got up with me,18-20,1989,9 to 11 years,Completed High School,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 16:01:23,They got up with me,21-23,1989,Less than 6,Completed High School,Completed High School,Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 8:03:36,,18-20,1989,Less than 6,Completed High School,4 year degree,Lower Class (Bottom 20%),Enlisted,I was nit gett8ng into college.,Caucasian,Male,,,,
11/1/2019 8:07:54,,21-23,1989,6 to 8 years,4 Year Degree,Some college,Middle Class,Officer,Patriotism,Caucasian,Male,,,,
11/1/2019 10:14:21,Coincidental encounter,18-20,1990,6 to 8 years,Completed High School,Master's degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 12:44:02,I don't remember / Prefer not to answer,18-20,1990,6 to 8 years,Some College,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:24:36,I got up with them,18-20,1990,6 to 8 years,Some College,4 year degree,Upper Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 8:41:47,I got up with them,18-20,1990,9 to 11 years,Completed High School,Did not complete high school / GED,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:44:02,I got up with them,24-26,1990,15 to 17 years,Some College,Some college,Lower Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 8:59:04,I got up with them,21-23,1990,6 to 8 years,Some College,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:04:03,I got up with them,21-23,1990,18 to 20 years,Doctorate,Doctorate,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:24:38,I got up with them,18-20,1990,6 to 8 years,Completed High School,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:38:07,I got up with them,18-20,1990,6 to 8 years,Some College,Completed High School,Lower Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 11:09:33,I got up with them,18-20,1990,9 to 11 years,Some College,4 year degree,Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 11:34:34,I got up with them,18-20,1990,6 to 8 years,Some College,4 year degree,Lower Middle Class,Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 11:42:08,I got up with them,18-20,1990,Greater than 20 years,Completed High School,Some college,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 12:32:10,I got up with them,18-20,1990,18 to 20 years,Completed High School,2 year degree,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 13:18:57,I got up with them,18-20,1990,6 to 8 years,Some College,Completed High School,Lower Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 13:36:48,I got up with them,18-20,1990,6 to 8 years,Some College,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:56:02,Someone else put us in contact,21-23,1990,Greater than 20 years,4 Year Degree,4 year degree,Upper Middle Class,Officer,Patriotism,Caucasian,Male,,,,
11/1/2019 14:43:54,Someone else put us in contact,18-20,1990,6 to 8 years,Completed High School,Some college,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:26:48,They got up with me,18-20,1990,6 to 8 years,Completed High School,2 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:27:12,They got up with me,18-20,1990,12 to 14 years,Completed High School,Completed High School,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 15:26:00,They got up with me,18-20,1990,Greater than 20 years,Completed High School,Some college,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 16:40:09,They got up with me,18-20,1990,6 to 8 years,Completed High School,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:09:52,,21-23,1990,18 to 20 years,Some College,Doctorate,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:10:09,,18-20,1990,Greater than 20 years,Completed High School,Did not complete high school / GED,Lower Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 8:12:11,,18-20,1990,Less than 6,Completed High School,Some college,Upper Middle Class,Enlisted,Family Tradition,Black,Male,,,,
11/1/2019 8:18:52,,18-20,1990,Less than 6,Completed High School,Completed High School,Lower Middle Class,,Economic Opportunity,Caucasian,Male,,,,
